store,address,city,district,lat,lng
오산세교점,경기도 오산시 수청로 18 (수청동),경기도,오산시,37.1716515,127.0589533
오산원동점,"경기도 오산시 원동로 6, 102호 (원동, 파크스퀘어)",경기도,오산시,37.142039600000004,127.06962060000001
구성점,"경기도 용인시 기흥구 용구대로 2440, 1층 (마북동)",경기도,용인시,37.3035766,127.10618649999999
동백점,"경기도 용인시 기흥구 동백중앙로 265, 더엠빌딩 1층 101호 (중동)",경기도,용인시,37.2764085,127.15262949999999
수지상현점,"경기도 용인시 수지구 성복2로 17, 1층 (성복동, 수지골드프라자)",경기도,용인시,37.3108347,127.0811963
수지신봉점,"경기도 용인시 수지구 신봉1로 84 (신봉동, 상록신봉종합상가)",경기도,용인시,37.3237066,127.0764432
수지점,"경기도 용인시 수지구 문인로13번길 21-2 (풍덕천동, 도미노피자)",경기도,용인시,37.3310384,127.1014831
신갈점,"경기도 용인시 기흥구 금화로 3, 주공프라자 110호 (상갈동)",경기도,용인시,37.2617033,127.1046685
용인점,"경기도 용인시 처인구 금령로12번길 6-1 1층(김량장동, 도미노피자)",경기도,용인시,37.2339702,127.1977246
용인포곡점,"경기도 용인시 처인구 포곡읍 포곡로 80 (둔전리, 청석빌딩)",경기도,용인시,37.2677625,127.2149345
죽전점,"경기도 용인시 수지구 현암로 111, 1층 104호 (죽전동)",경기도,용인시,37.3319648,127.12170379999999
흥덕점,경기도 용인시 기흥구 흥덕1로 97 (영덕동),경기도,용인시,37.2748192,127.0733512
내손점,경기도 의왕시 복지로 56 (내손동),경기도,의왕시,37.383502500000006,126.9781568
의왕오전점,경기도 의왕시 효행로 54 (오전동),경기도,의왕시,37.3520393,126.9723534
송산점,경기도 의정부시 용현로 97,경기도,의정부시,37.7413859,127.08686680000001
의정부가능점,"경기도 의정부시 평화로 640, 105동 101호 (의정부동, 한진그랑빌)",경기도,의정부시,37.7491192,127.0453147
의정부호원점,"경기도 의정부시 평화로 271-9, 상가동 110~111호 (호원동, 신도아파트)",경기도,의정부시,37.715898700000004,127.04672479999999
이천부발점,경기도 이천시 부발읍 경충대로2050번길 15-88 1층,경기도,이천시,37.2521292,127.4922905
이천창전점,경기도 이천시 영창로 228 (창전동),경기도,이천시,37.2805956,127.44773909999998
금촌점,경기도 파주시 시청로 21 (금촌동),경기도,파주시,37.7589305,126.77595520000001
문산점,"경기도 파주시 문산읍 문산역로 75 (문산리, 삼문빌딩)",경기도,파주시,37.852957700000005,126.7867699
파주교하점,"경기도 파주시 숲속노을로 265, 105~106호 (문발동, 토우프라자)",경기도,파주시,37.7241144,126.71119640000002
파주운정점,"경기도 파주시 경의로 1114(야당동) 에펠타워 103,104호",경기도,파주시,37.7166199,126.7603961
송탄점,경기도 평택시 경기대로 1385 (서정동),경기도,평택시,37.0687478,127.06388359999998
안중점,경기도 평택시 안중읍 안현로 372,경기도,평택시,36.9832973,126.9294294
팽성점,"경기도 평택시 부용로 56번길 29, 1층",경기도,평택시,36.9632261,127.06349170000001
평택비전점,경기도 평택시 평택2로 118 (비전동),경기도,평택시,36.9996847,127.09483459999998
평택소사벌점,경기도 평택시 평남로 1025 (동삭동),경기도,평택시,37.0094901,127.0974453
포천송우점,경기도 포천시 소흘읍 솔모루로 114 (송우리),경기도,포천시,37.8310206,127.1492564
포천시청점,경기도 포천시 중앙로 24 (신읍동),경기도,포천시,37.889765999999995,127.19703059999999
하남미사점,경기도 하남시 미사강변서로 30,경기도,하남시,37.5529868,127.184501
발안향남점,경기도 화성시 향남읍 삼천병마로 275 (진천동),경기도,화성시,37.137696999999996,126.9123541
병점점,"경기도 화성시 병점중앙로 156 (진안동, 드림빌딩)",경기도,화성시,37.2116985,127.038552
봉담점,경기도 화성시 봉담읍 동화역말길 29-13 (동화리),경기도,화성시,37.2155809,126.962779
신동탄점,경기도 화성시 동탄순환대로 708,경기도,화성시,37.2079972,127.11042350000001
화성남양점,"경기도 화성시 남양읍 남양시장로 105, 덕왕빌딩 101호(남양리)",경기도,화성시,37.211023600000004,126.82051729999999
강릉점,강원도 강릉시 성덕포남로 169 (포남동),강원도,강릉시,37.7670431,128.9097154
동해점,강원도 동해시 감추로 42 (천곡동),강원도,동해시,37.516024200000004,129.12352090000002
삼척점,강원도 삼척시 중앙로 264 (당저동),강원도,삼척시,37.4468102,129.1676326
속초점,강원도 속초시 온천로 287,강원도,속초시,38.1930812,128.5738656
영월점,강원도 영월군 영월읍 하송로 138,강원도,영월군,37.1777104,128.4572915
