store,address,lng,lat,city,district,city_district
강릉옥천점,강원도 강릉시 경강로 2129,128.8991871,37.7569412,강원도,강릉시,강원도강릉시
강릉중앙점,강원도 강릉시 경강로 2090-1,128.89578590000002,37.7542156,강원도,강릉시,강원도강릉시
동해점,강원도 동해시 중앙로 223,129.1144663,37.520579,강원도,동해시,강원도동해시
삼척점,강원도 삼척시 척주로 16,129.1654523,37.4438517,강원도,삼척시,강원도삼척시
속초점,강원도 속초시 중앙로 43 2층,128.5811885,38.2000862,강원도,속초시,강원도속초시
원주단관점,강원도 원주시 서원대로 408 광장빌딩 2층,127.95000790000002,37.3299891,강원도,원주시,강원도원주시
원주터미널점,강원도 원주시 서원대로 190,127.93239369999999,37.343686100000006,강원도,원주시,강원도원주시
오크밸리(G/V)점,강원도 원주시 지정면 월송리 오크밸리 1길 70,127.84021399999999,37.362103999999995,강원도,원주시,강원도원주시
하이원리조트,강원도 정선군 고한읍 하이원길 500 밸리스키하우스 3층,128.8394698,37.2039389,강원도,정선군,강원도정선군
태백점,강원도 태백시 황지로 164-1,128.99168490000002,37.1732621,강원도,태백시,강원도태백시
삼송점,경기도 고양시 덕양구 삼송로 149,126.8903271,37.6529161,경기도,고양시,경기도고양시
화정점,경기도 고양시 덕양구 화신로260번길 58,126.8333244,37.633272999999996,경기도,고양시,경기도고양시
풍동점,경기도 고양시 일산동구 숲속마을1로 76 힘찬프라자 202호,126.80042560000001,37.667721500000006,경기도,고양시,경기도고양시
라페스타장항점,경기도 고양시 일산동구 중앙로1275번길 38-15 삼희포시즌프라자 201,126.77009299999999,37.6598856,경기도,고양시,경기도고양시
탄현점,경기도 고양시 일산서구 일현로 29 예일프라자 2층 201호,126.7617682,37.689987200000004,경기도,고양시,경기도고양시
경기광주점,경기 광주시 경안로 7 대명빌딩 2F,127.25969180000001,37.4099083,경기도,광주시,경기도광주시
곤지암점,경기도 광주시 곤지암읍 곤지암로 59 2층,127.34014450000001,37.3494661,경기도,광주시,경기도광주시
구리토평점,경기도 구리시 장자대로 80 2층,127.1394193,37.5872902,경기도,구리시,경기도구리시
산본점,경기도 군포시 산본로323번길 16-15 광림프라자 2층,126.93158159999999,37.3594203,경기도,군포시,경기도군포시
김포신도시점,경기도 김포시 김포한강1로 97번길 10-4,126.67126189999999,37.647206,경기도,김포시,경기도김포시
통진점,"경기도 김포시 통진읍 서암로 6 번길 5-17, 102호, 1층",126.59614009999999,37.6868551,경기도,김포시,경기도김포시
덕소점,"경기도 남양주시 와부읍 덕소로 73 세양아르비채리버, 2층",127.2115348,37.5873011,경기도,남양주시,경기도남양주시
호평점,"경기도 남양주시 늘을1로16번길 25 성보빌딩, 2층",127.24288700000001,37.654051200000005,경기도,남양주시,경기도남양주시
진접오남점,경기도 남양주시 진접읍 해밀예당1로 30 2층,127.18647209999999,37.71179420000001,경기도,남양주시,경기도남양주시
마석점,"경기도 남양주시 화도읍 마석로 51, 1층",127.3058879,37.655514399999994,경기도,남양주시,경기도남양주시
별내점,"경기도 남양주시 별내중앙로 83 별내동익미라벨아파트, 1층",127.1208429,37.6490736,경기도,남양주시,경기도남양주시
동두천점,경기도 동두천시 지행동 693 이담,127.0525747,37.8932225,경기도,동두천시,경기도동두천시
중동점,경기도 부천시 중동로254번길 104 호정프라자 2층 205호,126.77466100000001,37.5015605,경기도,부천시,경기도부천시
야탑점,경기도 성남시 분당구 야탑로69번길 24-8 분당종합상가 2F,127.1276327,37.4116424,경기도,성남시,경기도성남시
미금점,경기도 성남시 분당구 돌마로 52 MD프라자 2F,127.1077571,37.3496883,경기도,성남시,경기도성남시
정자수내점,경기도 성남시 분당구 느티로77번길 6-2,127.1134577,37.368855200000006,경기도,성남시,경기도성남시
판교점,경기도 성남시 분당구 서판교로58번길 4-2,127.09826809999998,37.391602500000005,경기도,성남시,경기도성남시
신흥점,경기도 성남시 수정구 산성대로 275 2F,127.1474345,37.4413203,경기도,성남시,경기도성남시
서수원점,경기도 수원시 권선구 금호로 236 2층,126.97595459999998,37.275369700000006,경기도,수원시,경기도수원시
아주대점,경기도 수원시 영통구 중부대로 254 2층,127.04354850000001,37.274524799999995,경기도,수원시,경기도수원시
북수원점,경기도 수원시 장안구 송원로 19,127.0056023,37.2974991,경기도,수원시,경기도수원시
수원역점,경기도 수원시 팔달구 매산로 5-1 2층,127.0021158,37.2672006,경기도,수원시,경기도수원시
영통점,경기도 수원시 영통구 청명남로 40 영통시네마 2층 201호,127.07630149999999,37.252939700000006,경기도,수원시,경기도수원시
시흥은행점,경기도 시흥시 비둘기공원6길 13-1 월드프라자,126.79149469999999,37.44226629999999,경기도,시흥시,경기도시흥시
정왕점,경기도 시흥시 중심상가로 194 명성프라자 2층,126.7365314,37.343984000000006,경기도,시흥시,경기도시흥시
시흥연성점,경기도 시흥시 승지로59번길 1,126.8099616,37.3692119,경기도,시흥시,경기도시흥시
안산중앙점,경기도 안산시 단원구 고잔2길 41 신양복합빌딩 2층,126.8356312,37.3179575,경기도,안산시,경기도안산시
