store,address,city,district,lat,lng,population,city_district
기장점,부산광역시 기장군 기장읍 차성동로154번길 2 (교리),부산광역시,기장군,35.2514374,129.2175396,165024,부산광역시기장군
정관점,부산광역시 기장군 정관면 용수로 23 (용수리),부산광역시,기장군,35.325738,129.1783196,165024,부산광역시기장군
대연점,부산광역시 남구 수영로 256 (대연동),부산광역시,남구,35.1351285,129.09457369999998,278270,부산광역시남구
용호점,부산광역시 남구 용호로 64 (용호동),부산광역시,남구,35.125614899999995,129.1106352,278270,부산광역시남구
동래점,"부산광역시 동래구 아시아드대로 203 (온천동, 도미노피자)",부산광역시,동래구,35.20248789999999,129.06565940000002,267567,부산광역시동래구
충렬사역점,부산광역시 동래구 반송로 217,부산광역시,동래구,35.200298,129.0976062,267567,부산광역시동래구
부산개금점,"부산광역시 부산진구 가야대로 467, 1층 (개금동)",부산광역시,부산진구,35.15352360000001,129.02315359999997,359247,부산광역시부산진구
서면점,부산광역시 부산진구 전포대로 195 (전포동),부산광역시,부산진구,35.154131,129.065032,359247,부산광역시부산진구
초읍점,부산광역시 부산진구 새싹로 86 (범전동),부산광역시,부산진구,35.1646492,129.0539329,359247,부산광역시부산진구
덕천점,부산광역시 북구 만덕대로 116 (덕천동),부산광역시,북구,35.21291820000001,129.0173682,292843,부산광역시북구
화명점,부산광역시 북구 화명신도시로 77 (화명동),부산광역시,북구,35.23104429999999,129.00996170000002,292843,부산광역시북구
모라점,"부산광역시 사상구 사상로 520 (모라동, 도미노피자)",부산광역시,사상구,35.1904856,128.98946940000002,221994,부산광역시사상구
학장점,부산광역시 사상구 학감대로 226,부산광역시,사상구,35.1510495,128.9900883,221994,부산광역시사상구
괴정점,부산 사하구 사하로 169 (괴정동),부산광역시,사하구,35.09688970000001,128.9934087,325166,부산광역시사하구
다대포점,부산광역시 사하구 다대로 569번길 동재빌딩1층 (다대동),부산광역시,사하구,35.0556158,128.9701968,325166,부산광역시사하구
하단점,부산광역시 사하구 하신중앙로 333 (하단동),부산광역시,사하구,35.1054182,128.9664061,325166,부산광역시사하구
대신점,"부산광역시 서구 구덕로 303-1, 1층 (서대신동2가)",부산광역시,서구,35.110978100000004,129.0171075,482783,부산광역시서구
수영점,"부산광역시 수영구 수영로 640-1, 1층 (광안동)",부산광역시,수영구,35.162820700000005,129.1144766,175744,부산광역시수영구
연산점,부산 연제구 중앙대로 1173 (1층),부산광역시,연제구,35.1922736,129.0797103,209712,부산광역시연제구
연제토곡점,"부산광역시 연제구 과정로 156, 1층",부산광역시,연제구,35.1853725,129.1074013,209712,부산광역시연제구
영도점,부산광역시 영도구 태종로 329-1 (청학동),부산광역시,영도구,35.096388299999994,129.06187930000002,119045,부산광역시영도구
반여재송점,"부산광역시 해운대구 반여로 23 (반여동, 도미노피자)",부산광역시,해운대구,35.1948598,129.11949109999998,408384,부산광역시해운대구
부산반송점,부산광역시 해운대구 아랫반송로21번길 106 (반송동),부산광역시,해운대구,35.2281374,129.1487491,408384,부산광역시해운대구
센텀점,부산광역시 해운대구 해운대로 535 (우동),부산광역시,해운대구,35.1603144,129.150694,408384,부산광역시해운대구
해운대점,부산광역시 해운대구 해운대로 793 부산자생한방병원 상가 108호,부산광역시,해운대구,35.1696583,129.1751889,408384,부산광역시해운대구
제주서귀포점,제주도 서귀포시 신서귀로 118,제주특별자치도,서귀포시,33.25892630000001,126.5106052,181505,제주특별자치도서귀포시
제주노형점,제주특별자치도 제주시 연북로 18 (노형동),제주특별자치도,제주시,33.4816934,126.4831128,487143,제주특별자치도제주시
제주이도점,제주 제주시 승천로 70 (1층),제주특별자치도,제주시,33.4923999,126.5423532,487143,제주특별자치도제주시
제주화북점,제주도 제주시 화삼로 19 (화북1동),제주특별자치도,제주시,33.5144395,126.57513059999998,487143,제주특별자치도제주시
세종보람점,"세종특별자치시 시청대로 209 금강르네상스 1층 107,108호",세종특별자치시,세종특별자치시,36.4832761,127.2932554,324417,세종특별자치시세종특별자치시
세종아름점,"세종특별자치시 보듬3로 91, 115~116호 (아름동, 해피라움4)",세종특별자치시,세종특별자치시,36.5113505,127.2495746,324417,세종특별자치시세종특별자치시
조치원점,세종특별자치시 조치원읍 문화길 39 (침산리),세종특별자치시,세종특별자치시,36.602923,127.2892905,324417,세종특별자치시세종특별자치시
